training size,testing size,loss function,batch size,learning rate,epoch,control trainning accuracy,copy trainning accuracy,control testing accuracy,copy testing accuracy
100,9900,BCELoss,100,0.0001,100,0.72,0.83,0.5603030303030303,0.65
100,9900,BCELoss,100,0.0001,100,0.65,0.83,0.4670707070707071,0.5969696969696969
100,9900,BCELoss,100,0.0001,100,0.74,0.82,0.5766666666666667,0.6153535353535353
100,9900,BCELoss,100,0.0001,100,0.72,0.76,0.5416161616161617,0.6082828282828283
100,9900,BCELoss,100,0.0001,100,0.76,0.77,0.5694949494949495,0.6416161616161616
100,9900,BCELoss,100,0.0001,100,0.79,0.81,0.6136363636363636,0.6306060606060606
100,9900,BCELoss,100,0.0001,100,0.68,0.76,0.5709090909090909,0.6207070707070707
100,9900,BCELoss,100,0.0001,100,0.82,0.79,0.6436363636363637,0.6264646464646465
100,9900,BCELoss,100,0.0001,100,0.65,0.84,0.48848484848484847,0.584040404040404
100,9900,BCELoss,100,0.0001,100,0.73,0.81,0.536060606060606,0.5952525252525253
100,9900,BCELoss,100,0.0001,100,0.75,0.79,0.5816161616161616,0.6372727272727273
100,9900,BCELoss,100,0.0001,200,0.87,0.81,0.7176767676767677,0.7078787878787879
100,9900,BCELoss,100,0.0001,200,0.99,0.85,0.7675757575757576,0.7581818181818182
100,9900,BCELoss,100,0.0001,200,1.0,0.83,0.7218181818181818,0.6993939393939393
100,9900,BCELoss,100,0.0001,200,0.97,0.87,0.734040404040404,0.7260606060606061
100,9900,BCELoss,100,0.0001,200,0.92,0.8,0.711010101010101,0.7171717171717171
100,9900,BCELoss,100,0.0001,200,1.0,0.84,0.7747474747474747,0.7277777777777777
100,9900,BCELoss,100,0.0001,200,0.99,0.86,0.7707070707070707,0.7593939393939394
100,9900,BCELoss,100,0.0001,200,0.96,0.87,0.7313131313131314,0.7385858585858586
100,9900,BCELoss,100,0.0001,200,0.89,0.86,0.7283838383838384,0.7424242424242424
100,9900,BCELoss,100,0.0001,200,0.98,0.84,0.7653535353535353,0.7505050505050505
100,9900,BCELoss,100,0.0001,200,0.81,0.84,0.6406060606060606,0.7151515151515152
100,9900,BCELoss,100,0.0001,200,0.99,0.8,0.7570707070707071,0.7414141414141414
100,9900,BCELoss,100,0.0001,200,0.97,0.87,0.722929292929293,0.7255555555555555
100,9900,BCELoss,100,0.0001,200,0.95,0.85,0.7188888888888889,0.7318181818181818
100,9900,BCELoss,100,0.0001,200,0.88,0.86,0.6558585858585858,0.703030303030303
100,9900,BCELoss,100,0.0001,200,0.93,0.89,0.7255555555555555,0.7509090909090909
100,9900,BCELoss,100,0.0001,200,0.96,0.84,0.7164646464646465,0.6934343434343434
100,9900,BCELoss,100,0.0001,200,0.9,0.89,0.7255555555555555,0.7515151515151515
100,9900,BCELoss,100,0.0001,200,0.98,0.91,0.7373737373737373,0.7508080808080808
100,9900,BCELoss,100,0.0001,200,0.94,0.89,0.7467676767676767,0.7634343434343435
100,9900,MSELoss,100,1e-05,50,0.11,0.13,0.1194949494949495,0.10565656565656566
100,9900,MSELoss,100,1e-05,50,0.11,0.19,0.12454545454545454,0.15373737373737373
100,9900,MSELoss,100,1e-05,50,0.19,0.2,0.16,0.17252525252525253
100,9900,MSELoss,100,1e-05,50,0.23,0.16,0.1485858585858586,0.14616161616161616
100,9900,MSELoss,100,1e-05,50,0.24,0.18,0.2084848484848485,0.10353535353535354
100,9900,MSELoss,100,1e-05,50,0.21,0.18,0.18464646464646464,0.1684848484848485
100,9900,MSELoss,100,1e-05,50,0.22,0.19,0.13333333333333333,0.19434343434343435
100,9900,MSELoss,100,1e-05,50,0.14,0.15,0.13707070707070707,0.15676767676767678
100,9900,MSELoss,100,1e-05,50,0.22,0.22,0.1701010101010101,0.18595959595959596
100,9900,MSELoss,100,1e-05,50,0.13,0.23,0.12828282828282828,0.15646464646464647
100,9900,MSELoss,100,1e-05,50,0.2,0.18,0.16111111111111112,0.16323232323232323
100,9900,MSELoss,100,1e-05,50,0.12,0.21,0.10868686868686869,0.19646464646464645
100,9900,MSELoss,100,1e-05,50,0.11,0.08,0.11373737373737373,0.11656565656565657
100,9900,MSELoss,100,1e-05,50,0.14,0.11,0.13333333333333333,0.08464646464646465
100,9900,MSELoss,100,1e-05,50,0.16,0.1,0.11171717171717171,0.08393939393939394
100,9900,MSELoss,100,1e-05,50,0.12,0.16,0.09818181818181818,0.11808080808080808
100,9900,MSELoss,100,1e-05,50,0.13,0.24,0.12484848484848485,0.16737373737373737
100,9900,MSELoss,100,1e-05,50,0.11,0.1,0.08212121212121212,0.10242424242424242
100,9900,MSELoss,100,1e-05,50,0.1,0.17,0.09737373737373738,0.13787878787878788
100,9900,MSELoss,100,1e-05,50,0.21,0.21,0.1190909090909091,0.15353535353535352
100,9900,MSELoss,100,1e-05,100,0.19,0.22,0.13525252525252526,0.16626262626262625
100,9900,MSELoss,100,1e-05,100,0.2,0.23,0.19838383838383838,0.18181818181818182
100,9900,MSELoss,100,1e-05,100,0.22,0.19,0.16272727272727272,0.15525252525252525
100,9900,MSELoss,100,1e-05,100,0.29,0.2,0.20606060606060606,0.1395959595959596
100,9900,MSELoss,100,1e-05,100,0.23,0.2,0.181010101010101,0.13686868686868686
100,9900,MSELoss,100,1e-05,100,0.13,0.28,0.11565656565656565,0.22111111111111112
100,9900,MSELoss,100,1e-05,100,0.18,0.2,0.1686868686868687,0.21232323232323233
100,9900,MSELoss,100,1e-05,100,0.23,0.27,0.1394949494949495,0.20232323232323232
100,9900,MSELoss,100,1e-05,100,0.15,0.18,0.12696969696969698,0.10323232323232323
100,9900,MSELoss,100,1e-05,100,0.3,0.27,0.21696969696969698,0.21565656565656566
100,9900,MSELoss,100,1e-05,100,0.2,0.26,0.17646464646464646,0.19747474747474747
100,9900,MSELoss,100,1e-05,100,0.21,0.28,0.15525252525252525,0.20353535353535354
100,9900,MSELoss,100,1e-05,100,0.32,0.17,0.2632323232323232,0.2081818181818182
100,9900,MSELoss,100,1e-05,100,0.16,0.26,0.1409090909090909,0.16515151515151516
100,9900,MSELoss,100,1e-05,100,0.28,0.2,0.21151515151515152,0.18484848484848485
100,9900,MSELoss,100,1e-05,100,0.16,0.32,0.1506060606060606,0.22696969696969696
100,9900,MSELoss,100,1e-05,100,0.24,0.17,0.19626262626262625,0.15282828282828284
100,9900,MSELoss,100,1e-05,100,0.28,0.24,0.18161616161616162,0.2018181818181818
100,9900,MSELoss,100,1e-05,100,0.12,0.24,0.1098989898989899,0.17515151515151514
100,9900,MSELoss,100,1e-05,100,0.22,0.15,0.16373737373737374,0.1481818181818182
100,9900,MSELoss,100,1e-05,200,0.31,0.33,0.20212121212121212,0.2318181818181818
100,9900,MSELoss,100,1e-05,200,0.48,0.41,0.2784848484848485,0.26494949494949493
100,9900,MSELoss,100,1e-05,200,0.21,0.4,0.1404040404040404,0.22171717171717173
100,9900,MSELoss,100,1e-05,200,0.48,0.51,0.2818181818181818,0.37545454545454543
100,9900,MSELoss,100,1e-05,200,0.27,0.35,0.21373737373737373,0.2297979797979798
100,9900,MSELoss,100,1e-05,200,0.3,0.42,0.1711111111111111,0.2957575757575758
100,9900,MSELoss,100,1e-05,200,0.29,0.35,0.26252525252525255,0.241010101010101
100,9900,MSELoss,100,1e-05,200,0.38,0.38,0.22,0.24272727272727274
100,9900,MSELoss,100,1e-05,200,0.36,0.37,0.24898989898989898,0.2868686868686869
100,9900,MSELoss,100,1e-05,200,0.36,0.47,0.26212121212121214,0.2870707070707071
100,9900,MSELoss,100,1e-05,200,0.39,0.25,0.2971717171717172,0.1717171717171717
100,9900,MSELoss,100,1e-05,200,0.4,0.39,0.29797979797979796,0.27646464646464647
100,9900,MSELoss,100,1e-05,200,0.47,0.42,0.33474747474747474,0.23797979797979799
100,9900,MSELoss,100,1e-05,200,0.32,0.29,0.2317171717171717,0.18363636363636363
100,9900,MSELoss,100,1e-05,200,0.28,0.41,0.19434343434343435,0.31
100,9900,MSELoss,100,1e-05,200,0.4,0.38,0.23232323232323232,0.24535353535353535
100,9900,MSELoss,100,1e-05,200,0.4,0.21,0.27626262626262627,0.128989898989899
100,9900,MSELoss,100,1e-05,200,0.23,0.33,0.14202020202020202,0.26191919191919194
100,9900,MSELoss,100,1e-05,200,0.27,0.37,0.18656565656565657,0.22303030303030302
100,9900,MSELoss,100,1e-05,200,0.42,0.21,0.258989898989899,0.19313131313131313
100,9900,MSELoss,100,5e-05,50,0.43,0.27,0.26484848484848483,0.22565656565656567
100,9900,MSELoss,100,5e-05,50,0.37,0.34,0.3101010101010101,0.29787878787878785
100,9900,MSELoss,100,5e-05,50,0.14,0.46,0.11191919191919192,0.34464646464646465
100,9900,MSELoss,100,5e-05,50,0.42,0.33,0.27,0.25282828282828285
100,9900,MSELoss,100,5e-05,50,0.32,0.45,0.24606060606060606,0.2702020202020202
100,9900,MSELoss,100,5e-05,50,0.37,0.41,0.2477777777777778,0.26151515151515153
100,9900,MSELoss,100,5e-05,50,0.21,0.36,0.1619191919191919,0.27545454545454545
100,9900,MSELoss,100,5e-05,50,0.48,0.46,0.3292929292929293,0.28393939393939394
100,9900,MSELoss,100,5e-05,50,0.4,0.35,0.2802020202020202,0.28575757575757577
100,9900,MSELoss,100,5e-05,50,0.26,0.47,0.1686868686868687,0.3296969696969697
100,9900,MSELoss,100,5e-05,50,0.37,0.4,0.2816161616161616,0.2693939393939394
100,9900,MSELoss,100,5e-05,50,0.4,0.39,0.23696969696969697,0.23202020202020202
100,9900,MSELoss,100,5e-05,50,0.39,0.45,0.2878787878787879,0.2865656565656566
100,9900,MSELoss,100,5e-05,50,0.3,0.41,0.19141414141414143,0.25585858585858584
100,9900,MSELoss,100,5e-05,50,0.42,0.44,0.31717171717171716,0.2880808080808081
100,9900,MSELoss,100,5e-05,50,0.24,0.44,0.17696969696969697,0.3408080808080808
100,9900,MSELoss,100,5e-05,50,0.42,0.44,0.30272727272727273,0.32515151515151514
100,9900,MSELoss,100,5e-05,50,0.53,0.4,0.31202020202020203,0.2192929292929293
100,9900,MSELoss,100,5e-05,50,0.4,0.46,0.2685858585858586,0.3245454545454545
100,9900,MSELoss,100,5e-05,50,0.42,0.4,0.2546464646464646,0.2734343434343434
100,9900,MSELoss,100,5e-05,100,0.53,0.45,0.41484848484848486,0.3841414141414141
100,9900,MSELoss,100,5e-05,100,0.57,0.64,0.3497979797979798,0.39494949494949494
100,9900,MSELoss,100,5e-05,100,0.65,0.63,0.466969696969697,0.46505050505050505
100,9900,MSELoss,100,5e-05,100,0.59,0.69,0.36777777777777776,0.43464646464646467
100,9900,MSELoss,100,5e-05,100,0.6,0.62,0.41404040404040404,0.4760606060606061
100,9900,MSELoss,100,5e-05,100,0.6,0.6,0.4303030303030303,0.4265656565656566
100,9900,MSELoss,100,5e-05,100,0.43,0.7,0.35363636363636364,0.48737373737373735
100,9900,MSELoss,100,5e-05,100,0.47,0.53,0.3518181818181818,0.43323232323232325
100,9900,MSELoss,100,5e-05,100,0.58,0.56,0.41818181818181815,0.3813131313131313
100,9900,MSELoss,100,5e-05,100,0.55,0.62,0.38303030303030305,0.39666666666666667
100,9900,MSELoss,100,5e-05,100,0.52,0.5,0.33101010101010103,0.4351515151515152
100,9900,MSELoss,100,5e-05,100,0.59,0.59,0.3976767676767677,0.42353535353535354
100,9900,MSELoss,100,5e-05,100,0.47,0.63,0.3094949494949495,0.4526262626262626
100,9900,MSELoss,100,5e-05,100,0.38,0.59,0.3151515151515151,0.4287878787878788
100,9900,MSELoss,100,5e-05,100,0.59,0.52,0.29878787878787877,0.3797979797979798
100,9900,MSELoss,100,5e-05,100,0.44,0.68,0.26686868686868687,0.4991919191919192
100,9900,MSELoss,100,5e-05,100,0.43,0.59,0.33676767676767677,0.46636363636363637
100,9900,MSELoss,100,5e-05,100,0.59,0.67,0.416969696969697,0.49717171717171715
100,9900,MSELoss,100,5e-05,100,0.51,0.46,0.3611111111111111,0.3421212121212121
100,9900,MSELoss,100,5e-05,100,0.43,0.65,0.3411111111111111,0.491010101010101
100,9900,MSELoss,100,5e-05,200,0.74,0.73,0.5689898989898989,0.6370707070707071
100,9900,MSELoss,100,5e-05,200,0.78,0.76,0.5776767676767677,0.6441414141414141
100,9900,MSELoss,100,5e-05,200,0.7,0.73,0.5721212121212121,0.6539393939393939
100,9900,MSELoss,100,5e-05,200,0.78,0.73,0.6092929292929293,0.6290909090909091
100,9900,MSELoss,100,5e-05,200,0.62,0.78,0.5507070707070707,0.6590909090909091
100,9900,MSELoss,100,5e-05,200,0.72,0.75,0.59,0.6126262626262626
100,9900,MSELoss,100,5e-05,200,0.72,0.85,0.616969696969697,0.6702020202020202
100,9900,MSELoss,100,5e-05,200,0.73,0.89,0.5043434343434343,0.7053535353535354
100,9900,MSELoss,100,5e-05,200,0.72,0.86,0.5645454545454546,0.6542424242424243
100,9900,MSELoss,100,5e-05,200,0.79,0.79,0.668080808080808,0.6595959595959596
100,9900,MSELoss,100,5e-05,200,0.8,0.78,0.5985858585858586,0.6270707070707071
100,9900,MSELoss,100,5e-05,200,0.89,0.89,0.6676767676767676,0.6836363636363636
